"~id",~label,~from,~to
User73FollowsUser50,Follows,73,50
User77FollowsUser90,Follows,77,90
User87FollowsUser24,Follows,87,24
User31FollowsUser113,Follows,31,113
User63FollowsUser81,Follows,63,81
User19FollowsUser123,Follows,19,123
User134FollowsUser98,Follows,134,98
User52FollowsUser29,Follows,52,29
User82FollowsUser77,Follows,82,77
User37FollowsUser32,Follows,37,32
User117FollowsUser138,Follows,117,138
User124FollowsUser139,Follows,124,139
User19FollowsUser16,Follows,19,16
User18FollowsUser109,Follows,18,109
User24FollowsUser88,Follows,24,88
User117FollowsUser82,Follows,117,82
User40FollowsUser55,Follows,40,55
User110FollowsUser14,Follows,110,14
User44FollowsUser36,Follows,44,36
User22FollowsUser121,Follows,22,121
User43FollowsUser114,Follows,43,114
User146FollowsUser33,Follows,146,33
User82FollowsUser135,Follows,82,135
User149FollowsUser8,Follows,149,8
User140FollowsUser58,Follows,140,58
User132FollowsUser63,Follows,132,63
User47FollowsUser27,Follows,47,27
User120FollowsUser49,Follows,120,49
User117FollowsUser73,Follows,117,73
User86FollowsUser108,Follows,86,108
User143FollowsUser112,Follows,143,112
User144FollowsUser139,Follows,144,139
User44FollowsUser5,Follows,44,5
User88FollowsUser128,Follows,88,128
User20FollowsUser147,Follows,20,147
User121FollowsUser108,Follows,121,108
User50FollowsUser96,Follows,50,96
User11FollowsUser120,Follows,11,120
User101FollowsUser74,Follows,101,74
User106FollowsUser101,Follows,106,101
User112FollowsUser114,Follows,112,114
User25FollowsUser6,Follows,25,6
User144FollowsUser22,Follows,144,22
User53FollowsUser98,Follows,53,98
User48FollowsUser8,Follows,48,8
User75FollowsUser57,Follows,75,57
User8FollowsUser108,Follows,8,108
User86FollowsUser144,Follows,86,144
User145FollowsUser128,Follows,145,128
User17FollowsUser99,Follows,17,99
User118FollowsUser99,Follows,118,99
User48FollowsUser139,Follows,48,139
User90FollowsUser83,Follows,90,83
User103FollowsUser24,Follows,103,24
User100FollowsUser136,Follows,100,136
User35FollowsUser149,Follows,35,149
User115FollowsUser79,Follows,115,79
User119FollowsUser106,Follows,119,106
User49FollowsUser58,Follows,49,58
User54FollowsUser81,Follows,54,81
User117FollowsUser49,Follows,117,49
User118FollowsUser10,Follows,118,10
User117FollowsUser93,Follows,117,93
User34FollowsUser130,Follows,34,130
User5FollowsUser27,Follows,5,27
User80FollowsUser101,Follows,80,101
User75FollowsUser35,Follows,75,35
User83FollowsUser21,Follows,83,21
User65FollowsUser56,Follows,65,56
User49FollowsUser133,Follows,49,133
User143FollowsUser111,Follows,143,111
User28FollowsUser126,Follows,28,126
User74FollowsUser37,Follows,74,37
User58FollowsUser43,Follows,58,43
User10FollowsUser48,Follows,10,48
User35FollowsUser140,Follows,35,140
User107FollowsUser74,Follows,107,74
User59FollowsUser143,Follows,59,143
User8FollowsUser104,Follows,8,104
User29FollowsUser45,Follows,29,45
User17FollowsUser110,Follows,17,110
User11FollowsUser110,Follows,11,110
User59FollowsUser38,Follows,59,38
User7FollowsUser66,Follows,7,66
User10FollowsUser62,Follows,10,62
User148FollowsUser9,Follows,148,9
User27FollowsUser43,Follows,27,43
User131FollowsUser9,Follows,131,9
User136FollowsUser22,Follows,136,22
User35FollowsUser16,Follows,35,16
User49FollowsUser41,Follows,49,41
User63FollowsUser6,Follows,63,6
User71FollowsUser74,Follows,71,74
User90FollowsUser104,Follows,90,104
User56FollowsUser24,Follows,56,24
User91FollowsUser141,Follows,91,141
User12FollowsUser148,Follows,12,148
User124FollowsUser18,Follows,124,18
User102FollowsUser110,Follows,102,110
User84FollowsUser20,Follows,84,20
User37FollowsUser80,Follows,37,80
User46FollowsUser100,Follows,46,100
User79FollowsUser140,Follows,79,140
User21FollowsUser52,Follows,21,52
User52FollowsUser112,Follows,52,112
User120FollowsUser28,Follows,120,28
User53FollowsUser17,Follows,53,17
User65FollowsUser12,Follows,65,12
User141FollowsUser69,Follows,141,69
User68FollowsUser136,Follows,68,136
User129FollowsUser75,Follows,129,75
User8FollowsUser109,Follows,8,109
User18FollowsUser87,Follows,18,87
User27FollowsUser150,Follows,27,150
User109FollowsUser117,Follows,109,117
User41FollowsUser33,Follows,41,33
User122FollowsUser49,Follows,122,49
User74FollowsUser7,Follows,74,7
User89FollowsUser9,Follows,89,9
User90FollowsUser146,Follows,90,146
User66FollowsUser132,Follows,66,132
User39FollowsUser19,Follows,39,19
User41FollowsUser74,Follows,41,74
User7FollowsUser114,Follows,7,114
User95FollowsUser41,Follows,95,41
User39FollowsUser33,Follows,39,33
User82FollowsUser98,Follows,82,98
User116FollowsUser39,Follows,116,39
User32FollowsUser89,Follows,32,89
User125FollowsUser149,Follows,125,149
User88FollowsUser7,Follows,88,7
User22FollowsUser101,Follows,22,101
User15FollowsUser136,Follows,15,136
User126FollowsUser72,Follows,126,72
User11FollowsUser70,Follows,11,70
User111FollowsUser148,Follows,111,148
User101FollowsUser68,Follows,101,68
User23FollowsUser116,Follows,23,116
User142FollowsUser49,Follows,142,49
User144FollowsUser63,Follows,144,63
User119FollowsUser124,Follows,119,124
User109FollowsUser28,Follows,109,28
User143FollowsUser55,Follows,143,55
User47FollowsUser132,Follows,47,132
User147FollowsUser66,Follows,147,66
User98FollowsUser116,Follows,98,116
User76FollowsUser149,Follows,76,149
User9FollowsUser15,Follows,9,15
User42FollowsUser61,Follows,42,61
User89FollowsUser109,Follows,89,109
User67FollowsUser56,Follows,67,56
User28FollowsUser149,Follows,28,149
User55FollowsUser48,Follows,55,48
User139FollowsUser137,Follows,139,137
User32FollowsUser96,Follows,32,96
User23FollowsUser32,Follows,23,32
User66FollowsUser18,Follows,66,18
User49FollowsUser69,Follows,49,69
User98FollowsUser102,Follows,98,102
User115FollowsUser126,Follows,115,126
User134FollowsUser67,Follows,134,67
User115FollowsUser135,Follows,115,135
User27FollowsUser19,Follows,27,19
User122FollowsUser50,Follows,122,50
User86FollowsUser53,Follows,86,53
User35FollowsUser50,Follows,35,50
User96FollowsUser76,Follows,96,76
User104FollowsUser70,Follows,104,70
User142FollowsUser30,Follows,142,30
User79FollowsUser145,Follows,79,145
User11FollowsUser56,Follows,11,56
User95FollowsUser66,Follows,95,66
User103FollowsUser61,Follows,103,61
User118FollowsUser29,Follows,118,29
User149FollowsUser127,Follows,149,127
User54FollowsUser48,Follows,54,48
User24FollowsUser111,Follows,24,111
User141FollowsUser62,Follows,141,62
User108FollowsUser83,Follows,108,83
User36FollowsUser109,Follows,36,109
User10FollowsUser94,Follows,10,94
User69FollowsUser104,Follows,69,104
User7FollowsUser81,Follows,7,81
User102FollowsUser130,Follows,102,130
User97FollowsUser110,Follows,97,110
User18FollowsUser115,Follows,18,115
User117FollowsUser38,Follows,117,38
User100FollowsUser99,Follows,100,99
User52FollowsUser137,Follows,52,137
User103FollowsUser52,Follows,103,52
User106FollowsUser84,Follows,106,84
User35FollowsUser7,Follows,35,7
User33FollowsUser48,Follows,33,48
User20FollowsUser119,Follows,20,119
User89FollowsUser44,Follows,89,44
User66FollowsUser144,Follows,66,144
User95FollowsUser135,Follows,95,135
User112FollowsUser17,Follows,112,17
User95FollowsUser6,Follows,95,6
User85FollowsUser75,Follows,85,75
User116FollowsUser56,Follows,116,56
User123FollowsUser129,Follows,123,129
User55FollowsUser46,Follows,55,46
User98FollowsUser21,Follows,98,21
User137FollowsUser130,Follows,137,130
User73FollowsUser59,Follows,73,59
User68FollowsUser78,Follows,68,78
User98FollowsUser22,Follows,98,22
User4FollowsUser90,Follows,4,90
User49FollowsUser17,Follows,49,17
User40FollowsUser130,Follows,40,130
User57FollowsUser128,Follows,57,128
User46FollowsUser3,Follows,46,3
User64FollowsUser96,Follows,64,96
User109FollowsUser91,Follows,109,91
User148FollowsUser10,Follows,148,10
User70FollowsUser107,Follows,70,107
User122FollowsUser97,Follows,122,97
User1FollowsUser86,Follows,1,86
User80FollowsUser50,Follows,80,50
User106FollowsUser82,Follows,106,82
User32FollowsUser127,Follows,32,127
User109FollowsUser105,Follows,109,105
User128FollowsUser10,Follows,128,10
User96FollowsUser19,Follows,96,19
User94FollowsUser2,Follows,94,2
User121FollowsUser73,Follows,121,73
User88FollowsUser77,Follows,88,77
User80FollowsUser45,Follows,80,45
User97FollowsUser143,Follows,97,143
User64FollowsUser145,Follows,64,145
User108FollowsUser127,Follows,108,127
User102FollowsUser52,Follows,102,52
User130FollowsUser49,Follows,130,49
User62FollowsUser105,Follows,62,105
User78FollowsUser87,Follows,78,87
User64FollowsUser79,Follows,64,79
User77FollowsUser75,Follows,77,75
User79FollowsUser44,Follows,79,44
User147FollowsUser52,Follows,147,52
User78FollowsUser113,Follows,78,113
User88FollowsUser36,Follows,88,36
User144FollowsUser73,Follows,144,73
User39FollowsUser50,Follows,39,50
User128FollowsUser120,Follows,128,120
User17FollowsUser84,Follows,17,84
User43FollowsUser139,Follows,43,139
User34FollowsUser18,Follows,34,18
User146FollowsUser137,Follows,146,137
User41FollowsUser66,Follows,41,66
User87FollowsUser130,Follows,87,130
User52FollowsUser110,Follows,52,110
User84FollowsUser11,Follows,84,11
User48FollowsUser115,Follows,48,115
User87FollowsUser86,Follows,87,86
User45FollowsUser103,Follows,45,103
User25FollowsUser145,Follows,25,145
User35FollowsUser77,Follows,35,77
User18FollowsUser62,Follows,18,62
User38FollowsUser59,Follows,38,59
User99FollowsUser124,Follows,99,124
User146FollowsUser60,Follows,146,60
User97FollowsUser116,Follows,97,116
User84FollowsUser107,Follows,84,107
User137FollowsUser11,Follows,137,11
User84FollowsUser46,Follows,84,46
User137FollowsUser129,Follows,137,129
User120FollowsUser71,Follows,120,71
User63FollowsUser61,Follows,63,61
User92FollowsUser41,Follows,92,41
User117FollowsUser29,Follows,117,29
User16FollowsUser36,Follows,16,36
User86FollowsUser58,Follows,86,58
User91FollowsUser87,Follows,91,87
User41FollowsUser58,Follows,41,58
User147FollowsUser10,Follows,147,10
User56FollowsUser33,Follows,56,33
User22FollowsUser24,Follows,22,24
User28FollowsUser112,Follows,28,112
User115FollowsUser12,Follows,115,12
User128FollowsUser72,Follows,128,72
User43FollowsUser101,Follows,43,101
User74FollowsUser33,Follows,74,33
User82FollowsUser87,Follows,82,87
User77FollowsUser94,Follows,77,94
User132FollowsUser72,Follows,132,72
User48FollowsUser126,Follows,48,126
User106FollowsUser88,Follows,106,88
User75FollowsUser71,Follows,75,71
User102FollowsUser8,Follows,102,8
User117FollowsUser139,Follows,117,139
User25FollowsUser87,Follows,25,87
User58FollowsUser34,Follows,58,34
User133FollowsUser26,Follows,133,26
User116FollowsUser101,Follows,116,101
User93FollowsUser91,Follows,93,91
User138FollowsUser18,Follows,138,18
User139FollowsUser75,Follows,139,75
User121FollowsUser63,Follows,121,63
User99FollowsUser38,Follows,99,38
User54FollowsUser103,Follows,54,103
User142FollowsUser55,Follows,142,55
User105FollowsUser63,Follows,105,63
User81FollowsUser70,Follows,81,70
User50FollowsUser3,Follows,50,3
User55FollowsUser64,Follows,55,64
User60FollowsUser92,Follows,60,92
User8FollowsUser147,Follows,8,147
User62FollowsUser69,Follows,62,69
User86FollowsUser134,Follows,86,134
User61FollowsUser109,Follows,61,109
User37FollowsUser119,Follows,37,119
User48FollowsUser9,Follows,48,9
User137FollowsUser115,Follows,137,115
User148FollowsUser133,Follows,148,133
User81FollowsUser137,Follows,81,137
User86FollowsUser14,Follows,86,14
User130FollowsUser51,Follows,130,51
User141FollowsUser125,Follows,141,125
User149FollowsUser52,Follows,149,52
User9FollowsUser60,Follows,9,60
User113FollowsUser119,Follows,113,119
User69FollowsUser10,Follows,69,10
User81FollowsUser145,Follows,81,145
User83FollowsUser70,Follows,83,70
User45FollowsUser70,Follows,45,70
User105FollowsUser50,Follows,105,50
User121FollowsUser52,Follows,121,52
User93FollowsUser12,Follows,93,12
User123FollowsUser108,Follows,123,108
User27FollowsUser48,Follows,27,48
User127FollowsUser126,Follows,127,126
User17FollowsUser18,Follows,17,18
User67FollowsUser32,Follows,67,32
User132FollowsUser94,Follows,132,94
User146FollowsUser79,Follows,146,79
User130FollowsUser118,Follows,130,118
User88FollowsUser121,Follows,88,121
User55FollowsUser131,Follows,55,131
User129FollowsUser37,Follows,129,37
User18FollowsUser130,Follows,18,130
User120FollowsUser92,Follows,120,92
User128FollowsUser70,Follows,128,70
User111FollowsUser125,Follows,111,125
User34FollowsUser112,Follows,34,112
User84FollowsUser28,Follows,84,28
User50FollowsUser76,Follows,50,76
User114FollowsUser148,Follows,114,148
User106FollowsUser116,Follows,106,116
User26FollowsUser141,Follows,26,141
User138FollowsUser71,Follows,138,71
User6FollowsUser113,Follows,6,113
User42FollowsUser145,Follows,42,145
User85FollowsUser82,Follows,85,82
User88FollowsUser23,Follows,88,23
User118FollowsUser16,Follows,118,16
User77FollowsUser144,Follows,77,144
User91FollowsUser81,Follows,91,81
User121FollowsUser109,Follows,121,109
User123FollowsUser101,Follows,123,101
User109FollowsUser82,Follows,109,82
User122FollowsUser23,Follows,122,23
User139FollowsUser70,Follows,139,70
User117FollowsUser64,Follows,117,64
User1FollowsUser18,Follows,1,18
User82FollowsUser114,Follows,82,114
User104FollowsUser40,Follows,104,40
User138FollowsUser27,Follows,138,27
User99FollowsUser136,Follows,99,136
User13FollowsUser95,Follows,13,95
User87FollowsUser80,Follows,87,80
User123FollowsUser9,Follows,123,9
User117FollowsUser32,Follows,117,32
User94FollowsUser30,Follows,94,30
User114FollowsUser95,Follows,114,95
User84FollowsUser126,Follows,84,126
User20FollowsUser82,Follows,20,82
User62FollowsUser90,Follows,62,90
User27FollowsUser41,Follows,27,41
User9FollowsUser104,Follows,9,104
User116FollowsUser96,Follows,116,96
User13FollowsUser37,Follows,13,37
User106FollowsUser4,Follows,106,4
User125FollowsUser47,Follows,125,47
User79FollowsUser32,Follows,79,32
User34FollowsUser129,Follows,34,129
User73FollowsUser139,Follows,73,139
User90FollowsUser145,Follows,90,145
User136FollowsUser72,Follows,136,72
User65FollowsUser122,Follows,65,122
User92FollowsUser57,Follows,92,57
User39FollowsUser30,Follows,39,30
User77FollowsUser127,Follows,77,127
User95FollowsUser142,Follows,95,142
User69FollowsUser117,Follows,69,117
User80FollowsUser133,Follows,80,133
User116FollowsUser107,Follows,116,107
User76FollowsUser15,Follows,76,15
User25FollowsUser54,Follows,25,54
User67FollowsUser133,Follows,67,133
User64FollowsUser103,Follows,64,103
User90FollowsUser42,Follows,90,42
User49FollowsUser137,Follows,49,137
User83FollowsUser32,Follows,83,32
User116FollowsUser78,Follows,116,78
User12FollowsUser82,Follows,12,82
User137FollowsUser146,Follows,137,146
User103FollowsUser15,Follows,103,15
User43FollowsUser71,Follows,43,71
User5FollowsUser141,Follows,5,141
User148FollowsUser117,Follows,148,117
User112FollowsUser23,Follows,112,23
User83FollowsUser24,Follows,83,24
User63FollowsUser147,Follows,63,147
User135FollowsUser125,Follows,135,125
User128FollowsUser143,Follows,128,143
User60FollowsUser100,Follows,60,100
User15FollowsUser68,Follows,15,68
User37FollowsUser46,Follows,37,46
User18FollowsUser144,Follows,18,144
User140FollowsUser123,Follows,140,123
User15FollowsUser61,Follows,15,61
User138FollowsUser69,Follows,138,69
User104FollowsUser86,Follows,104,86
User146FollowsUser18,Follows,146,18
User62FollowsUser127,Follows,62,127
User134FollowsUser111,Follows,134,111
User65FollowsUser94,Follows,65,94
User53FollowsUser65,Follows,53,65
User21FollowsUser87,Follows,21,87
User142FollowsUser95,Follows,142,95
User20FollowsUser59,Follows,20,59
User54FollowsUser16,Follows,54,16
User25FollowsUser99,Follows,25,99
User84FollowsUser146,Follows,84,146
User127FollowsUser37,Follows,127,37
User143FollowsUser53,Follows,143,53
User50FollowsUser84,Follows,50,84
User96FollowsUser132,Follows,96,132
User51FollowsUser27,Follows,51,27
User24FollowsUser68,Follows,24,68
User99FollowsUser15,Follows,99,15
User87FollowsUser58,Follows,87,58
User104FollowsUser51,Follows,104,51
User88FollowsUser10,Follows,88,10
User93FollowsUser74,Follows,93,74
User119FollowsUser131,Follows,119,131
User93FollowsUser104,Follows,93,104
User25FollowsUser85,Follows,25,85
User104FollowsUser141,Follows,104,141
User61FollowsUser100,Follows,61,100
User89FollowsUser80,Follows,89,80
User54FollowsUser106,Follows,54,106
User64FollowsUser95,Follows,64,95
User82FollowsUser138,Follows,82,138
User117FollowsUser135,Follows,117,135
User8FollowsUser145,Follows,8,145
User132FollowsUser45,Follows,132,45
User11FollowsUser119,Follows,11,119
User18FollowsUser89,Follows,18,89
User81FollowsUser35,Follows,81,35
User122FollowsUser19,Follows,122,19
User55FollowsUser140,Follows,55,140
User127FollowsUser75,Follows,127,75
User101FollowsUser20,Follows,101,20
User144FollowsUser81,Follows,144,81
User14FollowsUser136,Follows,14,136
User79FollowsUser111,Follows,79,111
User83FollowsUser90,Follows,83,90
User129FollowsUser65,Follows,129,65
User101FollowsUser82,Follows,101,82
User54FollowsUser67,Follows,54,67
User28FollowsUser143,Follows,28,143
User80FollowsUser71,Follows,80,71
User140FollowsUser19,Follows,140,19
User124FollowsUser125,Follows,124,125
User110FollowsUser121,Follows,110,121
User36FollowsUser77,Follows,36,77
User19FollowsUser33,Follows,19,33
User28FollowsUser94,Follows,28,94
User119FollowsUser48,Follows,119,48
User142FollowsUser37,Follows,142,37
User70FollowsUser27,Follows,70,27
User110FollowsUser28,Follows,110,28
User27FollowsUser75,Follows,27,75
User147FollowsUser60,Follows,147,60
User101FollowsUser29,Follows,101,29
User49FollowsUser86,Follows,49,86
User65FollowsUser3,Follows,65,3
User66FollowsUser129,Follows,66,129
User21FollowsUser38,Follows,21,38
User136FollowsUser57,Follows,136,57
User78FollowsUser73,Follows,78,73
User149FollowsUser37,Follows,149,37
User146FollowsUser15,Follows,146,15
User8FollowsUser7,Follows,8,7
User10FollowsUser22,Follows,10,22
User58FollowsUser93,Follows,58,93
User22FollowsUser1,Follows,22,1
User113FollowsUser4,Follows,113,4
User146FollowsUser125,Follows,146,125
User30FollowsUser131,Follows,30,131
User25FollowsUser143,Follows,25,143
User63FollowsUser90,Follows,63,90
User108FollowsUser76,Follows,108,76
User68FollowsUser110,Follows,68,110
User68FollowsUser7,Follows,68,7
User54FollowsUser138,Follows,54,138
User91FollowsUser100,Follows,91,100
User107FollowsUser114,Follows,107,114
User1FollowsUser109,Follows,1,109
User67FollowsUser41,Follows,67,41
User51FollowsUser138,Follows,51,138
User42FollowsUser118,Follows,42,118
User109FollowsUser125,Follows,109,125
User89FollowsUser127,Follows,89,127
User46FollowsUser76,Follows,46,76
User142FollowsUser94,Follows,142,94
User117FollowsUser102,Follows,117,102
User141FollowsUser142,Follows,141,142
User45FollowsUser86,Follows,45,86
User97FollowsUser50,Follows,97,50
User39FollowsUser2,Follows,39,2
User30FollowsUser52,Follows,30,52
User70FollowsUser92,Follows,70,92
User38FollowsUser120,Follows,38,120
User134FollowsUser3,Follows,134,3
User143FollowsUser73,Follows,143,73
User12FollowsUser88,Follows,12,88
User121FollowsUser7,Follows,121,7
User118FollowsUser30,Follows,118,30
User109FollowsUser35,Follows,109,35
User72FollowsUser9,Follows,72,9
User143FollowsUser85,Follows,143,85
User59FollowsUser129,Follows,59,129
User78FollowsUser110,Follows,78,110
User117FollowsUser10,Follows,117,10
User65FollowsUser4,Follows,65,4
User33FollowsUser35,Follows,33,35
User84FollowsUser88,Follows,84,88
User110FollowsUser77,Follows,110,77
User20FollowsUser83,Follows,20,83
User96FollowsUser50,Follows,96,50
User85FollowsUser38,Follows,85,38
User55FollowsUser124,Follows,55,124
User102FollowsUser56,Follows,102,56
User97FollowsUser87,Follows,97,87
User123FollowsUser71,Follows,123,71
User1FollowsUser140,Follows,1,140
User65FollowsUser83,Follows,65,83
User7FollowsUser148,Follows,7,148
User52FollowsUser107,Follows,52,107
User50FollowsUser44,Follows,50,44
User55FollowsUser84,Follows,55,84
User109FollowsUser146,Follows,109,146
User125FollowsUser148,Follows,125,148
User9FollowsUser20,Follows,9,20
User51FollowsUser53,Follows,51,53
User122FollowsUser120,Follows,122,120
User94FollowsUser107,Follows,94,107
User14FollowsUser71,Follows,14,71
User129FollowsUser6,Follows,129,6
User18FollowsUser106,Follows,18,106
User19FollowsUser58,Follows,19,58
User149FollowsUser24,Follows,149,24
User128FollowsUser86,Follows,128,86
User9FollowsUser107,Follows,9,107
User99FollowsUser56,Follows,99,56
User128FollowsUser55,Follows,128,55
User123FollowsUser7,Follows,123,7
User116FollowsUser54,Follows,116,54
User1FollowsUser129,Follows,1,129
User73FollowsUser98,Follows,73,98
User59FollowsUser139,Follows,59,139
User45FollowsUser18,Follows,45,18
User36FollowsUser126,Follows,36,126
User6FollowsUser82,Follows,6,82
User23FollowsUser146,Follows,23,146
User100FollowsUser132,Follows,100,132
User75FollowsUser21,Follows,75,21
User65FollowsUser102,Follows,65,102
User73FollowsUser57,Follows,73,57
User39FollowsUser104,Follows,39,104
User38FollowsUser140,Follows,38,140
User133FollowsUser140,Follows,133,140
User16FollowsUser91,Follows,16,91
User125FollowsUser1,Follows,125,1
User120FollowsUser149,Follows,120,149
User14FollowsUser62,Follows,14,62
User125FollowsUser56,Follows,125,56
User43FollowsUser29,Follows,43,29
User149FollowsUser43,Follows,149,43
User134FollowsUser61,Follows,134,61
User131FollowsUser64,Follows,131,64
User130FollowsUser143,Follows,130,143
User129FollowsUser46,Follows,129,46
User124FollowsUser22,Follows,124,22
User82FollowsUser29,Follows,82,29
User56FollowsUser74,Follows,56,74
User134FollowsUser44,Follows,134,44
User38FollowsUser21,Follows,38,21
User121FollowsUser40,Follows,121,40
User108FollowsUser82,Follows,108,82
User35FollowsUser143,Follows,35,143
User64FollowsUser129,Follows,64,129
User109FollowsUser135,Follows,109,135
User136FollowsUser137,Follows,136,137
User24FollowsUser13,Follows,24,13
User59FollowsUser128,Follows,59,128
User62FollowsUser47,Follows,62,47
User115FollowsUser16,Follows,115,16
User117FollowsUser145,Follows,117,145
User28FollowsUser68,Follows,28,68
User145FollowsUser60,Follows,145,60
User125FollowsUser143,Follows,125,143
User78FollowsUser89,Follows,78,89
User84FollowsUser111,Follows,84,111
User142FollowsUser38,Follows,142,38
User4FollowsUser95,Follows,4,95
User57FollowsUser47,Follows,57,47
User115FollowsUser39,Follows,115,39
User25FollowsUser131,Follows,25,131
User12FollowsUser137,Follows,12,137
User131FollowsUser60,Follows,131,60
User33FollowsUser75,Follows,33,75
User55FollowsUser35,Follows,55,35
User115FollowsUser88,Follows,115,88
User145FollowsUser67,Follows,145,67
User71FollowsUser26,Follows,71,26
User94FollowsUser130,Follows,94,130
User84FollowsUser137,Follows,84,137
User19FollowsUser88,Follows,19,88
User36FollowsUser82,Follows,36,82
User107FollowsUser20,Follows,107,20
User55FollowsUser71,Follows,55,71
User13FollowsUser15,Follows,13,15
User92FollowsUser33,Follows,92,33
User80FollowsUser6,Follows,80,6
User102FollowsUser57,Follows,102,57
User24FollowsUser71,Follows,24,71
User86FollowsUser38,Follows,86,38
User27FollowsUser102,Follows,27,102
User95FollowsUser11,Follows,95,11
User40FollowsUser68,Follows,40,68
User118FollowsUser22,Follows,118,22
User13FollowsUser91,Follows,13,91
User8FollowsUser111,Follows,8,111
User58FollowsUser39,Follows,58,39
User9FollowsUser45,Follows,9,45
User137FollowsUser49,Follows,137,49
User83FollowsUser115,Follows,83,115
User99FollowsUser75,Follows,99,75
User88FollowsUser47,Follows,88,47
User30FollowsUser128,Follows,30,128
User70FollowsUser93,Follows,70,93
User115FollowsUser127,Follows,115,127
User95FollowsUser82,Follows,95,82
User63FollowsUser16,Follows,63,16
User72FollowsUser17,Follows,72,17
User11FollowsUser78,Follows,11,78
User56FollowsUser46,Follows,56,46
User6FollowsUser125,Follows,6,125
User84FollowsUser112,Follows,84,112
User42FollowsUser79,Follows,42,79
User106FollowsUser123,Follows,106,123
User97FollowsUser23,Follows,97,23
User33FollowsUser70,Follows,33,70
User8FollowsUser100,Follows,8,100
User70FollowsUser19,Follows,70,19
User104FollowsUser30,Follows,104,30
User86FollowsUser20,Follows,86,20
User9FollowsUser109,Follows,9,109
User141FollowsUser139,Follows,141,139
User71FollowsUser139,Follows,71,139
User120FollowsUser45,Follows,120,45
User133FollowsUser69,Follows,133,69
User49FollowsUser117,Follows,49,117
User136FollowsUser49,Follows,136,49
User109FollowsUser24,Follows,109,24
User97FollowsUser3,Follows,97,3
User143FollowsUser4,Follows,143,4
User61FollowsUser47,Follows,61,47
User145FollowsUser141,Follows,145,141
User69FollowsUser116,Follows,69,116
User16FollowsUser76,Follows,16,76
User111FollowsUser71,Follows,111,71
User78FollowsUser135,Follows,78,135
User112FollowsUser98,Follows,112,98
User77FollowsUser82,Follows,77,82
User79FollowsUser108,Follows,79,108
User25FollowsUser22,Follows,25,22
User96FollowsUser126,Follows,96,126
User16FollowsUser86,Follows,16,86
User71FollowsUser44,Follows,71,44
User36FollowsUser117,Follows,36,117
User124FollowsUser136,Follows,124,136
User13FollowsUser17,Follows,13,17
User85FollowsUser128,Follows,85,128
User18FollowsUser42,Follows,18,42
User7FollowsUser40,Follows,7,40
User120FollowsUser141,Follows,120,141
User44FollowsUser91,Follows,44,91
User32FollowsUser135,Follows,32,135
User87FollowsUser53,Follows,87,53
User144FollowsUser14,Follows,144,14
User107FollowsUser3,Follows,107,3
User123FollowsUser20,Follows,123,20
User65FollowsUser55,Follows,65,55
User55FollowsUser99,Follows,55,99
User105FollowsUser125,Follows,105,125
User48FollowsUser110,Follows,48,110
User100FollowsUser75,Follows,100,75
User74FollowsUser52,Follows,74,52
User114FollowsUser139,Follows,114,139
User28FollowsUser39,Follows,28,39
User147FollowsUser87,Follows,147,87
User142FollowsUser6,Follows,142,6
User135FollowsUser122,Follows,135,122
User106FollowsUser68,Follows,106,68
User93FollowsUser145,Follows,93,145
User58FollowsUser76,Follows,58,76
User74FollowsUser9,Follows,74,9
User38FollowsUser56,Follows,38,56
User72FollowsUser47,Follows,72,47
User14FollowsUser37,Follows,14,37
User122FollowsUser119,Follows,122,119
User13FollowsUser70,Follows,13,70
User37FollowsUser116,Follows,37,116
User79FollowsUser78,Follows,79,78
User95FollowsUser96,Follows,95,96
User127FollowsUser30,Follows,127,30
User149FollowsUser98,Follows,149,98
User4FollowsUser94,Follows,4,94
User61FollowsUser95,Follows,61,95
User66FollowsUser103,Follows,66,103
User21FollowsUser64,Follows,21,64
User3FollowsUser52,Follows,3,52
User104FollowsUser140,Follows,104,140
User18FollowsUser75,Follows,18,75
User14FollowsUser115,Follows,14,115
User56FollowsUser111,Follows,56,111
User82FollowsUser89,Follows,82,89
User2FollowsUser58,Follows,2,58
User113FollowsUser62,Follows,113,62
User51FollowsUser134,Follows,51,134
User114FollowsUser60,Follows,114,60
User147FollowsUser63,Follows,147,63
User146FollowsUser66,Follows,146,66
User56FollowsUser19,Follows,56,19
User131FollowsUser96,Follows,131,96
User71FollowsUser65,Follows,71,65
User101FollowsUser94,Follows,101,94
User130FollowsUser12,Follows,130,12
User72FollowsUser124,Follows,72,124
User92FollowsUser136,Follows,92,136
User95FollowsUser37,Follows,95,37
User29FollowsUser42,Follows,29,42
User38FollowsUser129,Follows,38,129
User77FollowsUser114,Follows,77,114
User33FollowsUser133,Follows,33,133
User137FollowsUser95,Follows,137,95
User21FollowsUser96,Follows,21,96
User6FollowsUser48,Follows,6,48
User19FollowsUser149,Follows,19,149
User122FollowsUser113,Follows,122,113
User19FollowsUser102,Follows,19,102
User47FollowsUser59,Follows,47,59
User146FollowsUser26,Follows,146,26
User68FollowsUser85,Follows,68,85
User121FollowsUser24,Follows,121,24
User148FollowsUser131,Follows,148,131
User19FollowsUser138,Follows,19,138
User56FollowsUser125,Follows,56,125
User67FollowsUser93,Follows,67,93
User125FollowsUser88,Follows,125,88
User105FollowsUser18,Follows,105,18
User120FollowsUser74,Follows,120,74
